EPISODES,DQN_runs,DQN_correct,PPO_runs,PPO_correct
9782,9,7,11,8
9783,9,7,9,6
9784,9,5,8,7
9785,10,5,11,10
9786,13,8,14,13
9787,10,7,11,10
9788,17,9,17,14
9789,15,11,14,11
9790,14,8,14,13
9791,12,11,11,8
9792,13,12,12,9
9793,11,7,10,9
9794,18,10,16,13
9795,11,4,13,12
9796,14,8,15,12
9797,10,6,8,7
9798,16,12,16,13
9799,16,10,15,12
9800,11,8,12,11
9801,9,8,8,7
9802,14,9,14,13
9803,15,9,14,13
9804,8,7,7,6
9805,8,6,9,8
9806,14,8,11,10
9807,9,5,9,8
9808,18,9,16,12
9809,8,7,11,10
9810,8,3,12,10
9811,9,6,9,8
9812,12,7,12,10
9813,12,10,12,9
9814,12,7,12,11
9815,14,11,13,10
9816,11,6,11,10
9817,12,6,10,9
9818,8,6,7,6
9819,15,9,18,15
9820,9,8,8,7
9821,9,4,9,8
9822,13,7,14,11
9823,8,7,7,6
9824,7,6,8,7
9825,11,7,11,8
9826,13,10,13,10
9827,11,7,11,8
9828,15,8,15,12
9829,12,10,12,9
9830,9,5,8,7
9831,15,8,13,12
9832,12,9,12,9
9833,17,11,17,14
9834,8,7,6,5
9835,8,6,7,6
9836,12,6,11,10
9837,13,8,13,10
9838,11,9,11,8
9839,14,9,15,12
9840,13,9,15,12
9841,14,8,15,12
9842,8,3,8,7
9843,12,7,12,9
9844,14,10,14,11
9845,12,8,12,9
9846,15,9,15,12
9847,15,9,14,11
9848,15,6,14,13
9849,10,5,11,10
9850,12,8,13,12
9851,7,3,8,7
9852,13,8,13,12
9853,11,10,10,9
9854,15,11,13,10
9855,10,8,12,11
9856,10,5,9,7
9857,11,6,12,11
9858,10,5,11,10
9859,9,8,9,8
9860,8,4,6,5
9861,13,8,11,8
9862,9,6,8,7
9863,8,4,11,10
9864,15,8,12,11
9865,11,9,10,9
9866,13,7,14,11
9867,10,4,10,9
9868,9,5,9,8
9869,14,9,16,13
9870,10,5,10,9
9871,7,4,8,7
9872,11,8,12,11
9873,14,9,14,11
9874,11,7,11,10
9875,6,4,7,6
9876,7,5,8,7
9877,11,8,10,7
9878,9,6,8,7
9879,15,10,15,12
9880,15,8,14,13
9881,12,7,12,9
9882,12,6,12,11
9883,15,7,14,13
9884,14,9,15,12
9885,15,8,14,12
9886,15,9,14,13
9887,12,8,12,11
9888,15,10,14,10
9889,15,7,15,14
9890,12,9,12,11
9891,13,8,14,11
9892,18,13,16,14
9893,15,9,14,11
9894,15,9,15,12
9895,17,11,16,13
9896,15,10,15,12
9897,18,11,18,15
9898,15,10,15,12
9899,11,9,11,8
9900,9,7,9,8
9901,9,5,11,10
9902,12,7,12,11
9903,12,12,12,9
9904,16,11,18,15
9905,14,8,14,13
9906,12,8,10,9
9907,8,5,7,6
9908,9,5,9,8
9909,15,11,14,11
9910,9,7,9,8
9911,9,5,9,8
9912,18,11,18,15
9913,18,13,16,13
9914,11,8,11,8
9915,15,11,15,12
9916,14,9,15,12
9917,10,8,10,7
9918,12,11,13,10
9919,15,9,14,13
9920,15,7,14,11
9921,18,12,17,14
9922,9,6,9,8
9923,14,9,14,10
9924,13,8,14,11
9925,12,10,11,8
9926,12,10,12,9
9927,9,6,9,8
9928,12,6,12,11
9929,18,10,18,15
9930,17,11,17,14
9931,8,8,9,8
9932,9,5,8,7
9933,15,11,15,12
9934,15,9,15,13
9935,12,6,12,11
9936,14,8,14,11
9937,15,7,15,12
9938,9,4,9,7
9939,14,9,14,11
9940,14,7,13,10
9941,10,8,10,7
9942,18,13,16,13
9943,13,10,13,10
9944,15,9,13,12
9945,11,7,11,8
9946,11,8,11,9
9947,11,8,11,10
9948,9,8,7,4
9949,9,4,8,7
9950,11,9,12,9
9951,15,12,17,14
9952,12,6,12,11
9953,11,7,11,10
9954,11,7,11,10
9955,7,5,8,7
9956,13,11,12,9
9957,7,5,9,6
9958,13,5,11,10
9959,9,6,6,5
9960,12,6,10,9
9961,12,9,14,11
9962,7,4,10,9
9963,12,9,11,10
9964,11,8,10,7
9965,12,8,10,9
9966,11,9,9,6
9967,13,10,14,11
9968,8,4,7,6
9969,12,10,11,8
9970,10,5,13,12
9971,7,6,8,7
9972,9,6,9,8
9973,10,6,11,8
9974,12,8,12,11
9975,10,7,12,11
9976,13,10,15,12
9977,14,10,15,12
9978,12,9,13,10
9979,15,11,16,13
9980,7,5,7,6
9981,17,9,17,14
9982,9,5,9,7
9983,6,6,6,5
9984,13,10,12,9
9985,14,10,13,10
9986,13,10,13,10
9987,15,11,13,12
9988,12,9,12,9
9989,11,8,12,9
9990,18,12,18,15
9991,13,10,14,11
9992,15,8,15,12
9993,9,4,9,8
9994,8,6,7,6
9995,14,8,14,12
9996,9,7,9,8
9997,16,8,14,11
9998,13,9,13,10
9999,16,12,16,13
10000,13,9,15,12
10001,12,7,12,11
10002,8,4,8,7
10003,15,9,15,12
10004,11,11,11,8
10005,9,8,9,8
10006,11,8,12,11
10007,15,7,15,12
10008,15,8,15,14
10009,11,7,7,6
10010,10,6,10,9
10011,15,11,14,11
10012,9,6,9,8
10013,9,5,9,7
10014,12,6,11,10
10015,11,8,13,10
10016,12,9,9,8
10017,12,8,12,9
10018,8,4,11,10
10019,9,3,8,7
10020,12,11,12,9
10021,14,9,15,12
10022,12,9,12,9
10023,11,6,10,9
10024,6,4,9,8
10025,12,7,12,9
10026,11,7,9,8
10027,9,5,8,7
10028,12,8,12,9
10029,12,7,14,11
10030,12,11,12,9
10031,15,12,15,12
10032,11,8,13,11
10033,15,10,15,12
10034,18,14,18,15
10035,13,8,15,10
10036,9,7,9,6
10037,12,4,11,9
10038,12,7,12,9
10039,15,10,15,12
10040,12,7,12,11
10041,14,9,16,13
10042,11,7,10,9
10043,13,8,14,11
10044,15,12,15,12
10045,12,5,12,11
10046,18,8,17,14
10047,15,12,14,11
10048,11,6,10,7
10049,11,7,12,11
10050,15,7,15,14
10051,15,10,15,12
10052,12,8,12,11
10053,12,9,12,9
10054,14,5,13,12
10055,9,6,8,7
10056,9,7,8,7
10057,18,12,18,15
10058,14,11,13,10
10059,14,11,15,12
10060,9,5,11,10
10061,15,11,14,13
10062,18,12,18,15
10063,12,5,12,11
10064,11,7,12,9
10065,12,7,11,8
10066,14,7,14,13
10067,15,11,15,11
10068,11,9,11,8
10069,7,7,9,8
10070,11,3,11,9
10071,9,6,8,7
10072,11,10,11,8
10073,9,5,8,7
10074,14,8,14,11
10075,17,10,17,14
10076,8,6,10,9
10077,14,7,15,14
10078,9,5,9,8
10079,11,9,10,7
10080,11,5,11,10
10081,16,10,18,15
10082,12,9,11,10
10083,15,10,15,12
10084,12,7,11,10
10085,8,3,9,8
10086,11,9,12,9
10087,15,9,15,14
10088,18,11,17,14
10089,8,4,9,6
10090,10,5,10,9
10091,9,5,10,9
10092,13,7,11,8
10093,10,5,10,9
10094,8,7,8,7
10095,14,9,15,12
10096,13,10,12,9
10097,13,9,14,11
10098,15,11,15,12
10099,13,9,11,8
10100,14,8,14,13
10101,10,7,11,10
10102,13,10,12,9
10103,17,14,17,14
10104,12,10,12,9
10105,9,4,9,8
10106,15,10,15,12
10107,12,10,12,11
10108,12,5,11,10
10109,9,4,9,8
10110,12,12,12,9
10111,15,12,15,12
10112,15,9,15,12
10113,11,5,10,9
10114,11,9,13,10
10115,16,10,16,13
10116,12,6,12,11
10117,11,6,11,10
10118,9,4,8,7
10119,17,10,16,13
10120,14,9,15,12
10121,10,8,10,7
10122,12,6,12,10
10123,14,7,14,11
10124,11,8,12,9
10125,14,6,13,12
10126,13,9,11,8
10127,9,5,7,6
10128,12,10,12,9
10129,18,11,16,13
10130,10,7,9,8
10131,14,8,13,12
10132,9,7,12,11
10133,12,7,12,11
10134,11,8,11,10
10135,8,4,8,7
10136,15,12,15,12
10137,9,3,8,7
10138,9,8,8,7
10139,12,11,11,10
10140,12,8,12,9
10141,9,5,9,8
10142,15,11,15,12
10143,17,7,17,14
10144,11,6,12,11
10145,12,5,12,11
10146,8,5,9,8
10147,11,7,12,11
10148,12,10,14,13
10149,15,7,15,14
10150,10,6,10,9
10151,10,6,12,10
10152,9,6,8,7
10153,8,6,9,8
10154,12,4,12,11
10155,15,10,15,12
10156,14,9,14,11
10157,12,7,12,11
10158,9,5,8,7
10159,12,9,12,9
10160,15,12,13,10
10161,8,6,9,8
10162,9,8,9,8
10163,15,9,15,10
10164,9,6,9,8
10165,15,9,13,12
10166,11,6,11,10
10167,10,7,11,10
10168,10,5,10,9
10169,18,11,17,14
10170,14,7,15,12
10171,12,10,12,9
10172,12,7,11,10
10173,11,6,10,9
10174,9,7,9,8
10175,14,9,14,11
10176,8,4,9,7
10177,12,3,14,13
10178,11,8,10,9
10179,12,10,11,8
10180,15,10,15,12
10181,12,10,11,8
10182,10,4,12,11
10183,11,7,8,7
10184,12,9,11,8
10185,15,12,13,10
10186,15,10,14,11
10187,14,9,15,12
10188,14,8,14,11
10189,8,5,7,6
10190,12,7,12,11
10191,15,8,15,14
10192,12,5,12,11
10193,14,11,15,12
10194,11,8,12,9
10195,14,9,14,13
10196,11,6,10,8
10197,12,9,11,8
10198,7,7,7,6
10199,12,6,13,12
10200,14,12,13,10
10201,15,8,14,11
10202,13,10,14,11
10203,11,6,11,10
10204,9,6,9,8
10205,13,10,13,10
10206,9,7,9,8
10207,11,5,11,10
10208,12,10,16,13
10209,9,6,9,6
10210,12,10,11,8
10211,10,7,12,9
10212,16,8,14,11
10213,9,6,10,9
10214,13,9,13,10
10215,15,11,12,9
10216,15,9,12,9
10217,10,9,10,7
10218,10,7,9,8
10219,11,7,11,10
10220,11,8,11,8
10221,10,8,11,10
10222,15,7,15,14
10223,9,6,6,4
10224,7,5,7,6
10225,8,6,8,7
10226,18,9,18,15
10227,11,10,10,7
10228,11,7,8,7
10229,14,9,14,11
10230,9,6,8,7
10231,16,10,14,11
10232,14,6,16,13
10233,11,7,11,10
10234,10,7,9,8
10235,7,6,9,8
10236,12,6,9,8
10237,16,11,16,13
10238,11,9,13,10
10239,9,8,11,8
10240,8,4,6,5
10241,9,6,8,7
10242,13,10,13,10
10243,15,7,13,12
10244,8,5,8,7
10245,15,9,15,14
10246,15,10,12,11
10247,10,8,9,8
10248,11,7,11,8
10249,9,5,9,8
10250,15,8,14,13
10251,10,5,11,10
10252,9,6,8,7
10253,13,6,14,11
10254,11,6,12,11
10255,13,7,14,11
10256,16,10,15,12
10257,17,11,16,13
10258,9,8,9,8
10259,13,8,13,12
10260,14,11,15,12
10261,12,8,11,9
10262,14,11,15,12
10263,11,9,8,7
10264,12,8,11,8
10265,12,7,12,9
10266,16,11,16,13
10267,15,13,15,12
10268,9,6,9,8
10269,14,9,14,12
10270,8,5,8,7
10271,15,7,13,10
10272,9,5,8,7
10273,10,4,10,9
10274,11,6,11,10
10275,9,6,9,8
10276,16,12,16,13
10277,11,8,12,9
10278,9,4,10,9
10279,15,11,15,12
10280,9,7,11,8
10281,11,9,11,8
10282,12,9,10,7
10283,14,6,15,14
10284,15,11,14,11
10285,18,14,17,14
10286,11,7,11,8
10287,9,6,8,7
10288,12,10,12,11
10289,12,9,10,7
10290,12,8,12,9
10291,12,10,11,8
10292,14,11,14,11
10293,14,11,13,10
10294,15,10,14,11
10295,10,7,11,8
10296,17,9,17,14
10297,9,7,8,7
10298,11,8,12,11
10299,13,11,12,9
10300,8,7,9,8
10301,9,8,8,7
10302,18,13,16,11
10303,12,11,12,9
10304,9,3,8,6
10305,15,9,15,12
10306,15,12,14,11
10307,11,6,12,11
10308,15,7,13,10
10309,12,6,12,9
10310,11,6,11,8
10311,9,5,9,8
10312,7,7,8,7
10313,12,7,12,11
10314,12,9,13,10
10315,7,4,6,5
10316,12,10,12,11
10317,13,10,11,8
10318,9,6,11,10
10319,15,9,15,12
10320,15,9,14,13
10321,13,9,13,10
10322,12,5,11,10
10323,14,6,15,14
10324,12,11,12,9
10325,8,5,9,8
10326,11,10,12,8
10327,12,9,12,11
10328,9,4,9,8
10329,15,9,15,14
10330,10,8,9,8
10331,18,11,16,13
10332,9,7,9,8
10333,10,4,12,11
10334,15,11,15,12
10335,12,7,12,9
10336,11,6,11,10
10337,14,8,15,14
10338,11,9,12,9
10339,15,8,15,14
10340,14,9,14,11
10341,15,9,15,12
10342,14,11,12,9
10343,12,8,12,11
10344,10,6,12,11
10345,12,10,11,8
10346,12,9,11,10
10347,9,6,11,10
10348,15,11,14,11
10349,12,6,11,10
10350,13,8,15,12
10351,9,5,9,8
10352,17,8,15,12
10353,17,9,16,13
10354,14,9,15,12
10355,12,9,12,9
10356,14,10,15,14
10357,14,7,14,13
10358,17,13,18,15
10359,15,13,13,10
10360,11,8,12,11
10361,11,7,11,10
10362,12,7,10,9
10363,15,9,14,11
10364,15,12,14,11
10365,17,13,18,15
10366,18,11,18,15
10367,12,7,11,10
10368,7,4,7,6
10369,14,5,15,14
10370,12,7,12,11
10371,11,6,12,9
10372,16,13,18,15
10373,8,5,9,8
10374,13,9,13,12
10375,8,5,9,8
10376,12,7,12,9
10377,12,7,10,7
10378,12,8,12,9
10379,11,8,11,10
10380,14,9,15,12
10381,12,9,12,9
10382,9,6,8,7
10383,11,9,12,9
10384,12,9,11,10
10385,11,6,11,10
10386,13,11,14,13
10387,7,5,7,6
10388,14,10,15,12
10389,10,7,10,9
10390,12,9,12,9
10391,13,11,14,11
10392,10,7,10,9
10393,10,6,11,9
10394,11,8,11,8
10395,16,8,16,13
10396,11,6,11,10
10397,9,5,9,8
10398,10,6,10,9
10399,8,6,8,7
10400,12,8,10,9
10401,11,9,12,11
10402,15,9,17,14
10403,12,7,12,11
10404,10,7,11,8
10405,11,7,12,9
10406,9,7,8,7
10407,9,5,9,7
10408,15,9,15,14
10409,17,9,18,15
10410,12,5,12,11
10411,15,12,15,12
10412,11,9,11,8
10413,15,10,15,12
10414,15,10,15,12
10415,12,7,11,10
10416,12,8,12,11
10417,14,10,13,12
10418,12,8,10,9
10419,12,10,12,9
10420,16,13,17,14
10421,9,7,8,7
10422,9,6,9,8
10423,14,9,15,12
10424,12,8,10,9
10425,12,7,11,8
10426,11,5,10,9
10427,13,4,10,9
10428,12,8,12,11
10429,12,7,11,10
10430,12,9,12,11
10431,10,9,11,8
10432,11,6,11,10
10433,6,5,7,6
10434,10,4,14,13
10435,11,6,11,10
10436,12,9,11,10
10437,15,9,14,11
10438,15,8,14,13
10439,14,9,14,11
10440,11,8,8,7
10441,12,8,12,9
10442,15,11,13,10
10443,9,6,8,7
10444,12,6,12,11
10445,10,4,11,10
10446,13,9,13,10
10447,15,12,17,14
10448,11,7,10,7
10449,12,9,11,10
10450,10,5,11,10
10451,14,12,14,11
10452,14,9,14,11
10453,12,5,12,11
10454,15,12,14,11
10455,14,7,15,14
10456,12,7,11,10
10457,14,10,15,12
10458,14,7,12,11
10459,8,5,8,7
10460,10,10,10,7
10461,12,9,12,9
10462,15,7,14,13
10463,9,8,8,7
10464,11,6,12,11
10465,13,7,14,13
10466,12,6,12,11
10467,15,7,18,15
10468,10,10,11,8
10469,11,7,11,10
10470,12,7,12,11
10471,14,10,15,12
10472,12,10,10,7
10473,17,11,18,15
10474,8,7,7,6
10475,9,8,8,7
10476,13,10,12,9
10477,9,6,8,7
10478,12,5,12,11
10479,12,9,9,8
10480,12,7,11,10
10481,11,6,12,9
10482,18,11,17,14
10483,12,9,12,9
10484,14,10,13,10
10485,11,7,10,9
10486,10,7,11,10
10487,14,10,12,11
10488,13,11,15,12
10489,13,8,15,14
10490,9,4,8,7
10491,10,6,11,9
10492,9,5,8,7
10493,12,9,12,9
10494,13,10,14,12
10495,12,10,11,8
10496,9,4,8,7
10497,7,4,8,7
10498,10,8,10,9
10499,12,9,10,7
10500,11,8,11,8
10501,8,5,9,8
10502,8,7,7,4
10503,13,7,13,10
10504,12,9,12,9
10505,12,9,12,9
10506,15,10,14,11
10507,15,9,17,14
10508,11,7,10,7
10509,14,6,13,12
10510,8,4,7,6
10511,15,7,15,14
10512,12,8,12,9
10513,15,11,15,13
10514,14,7,14,13
10515,11,9,12,11
10516,7,5,8,7
10517,14,12,12,9
10518,16,9,15,12
10519,15,9,14,12
10520,11,9,10,9
10521,11,5,12,11
10522,15,9,15,12
10523,12,8,11,10
10524,15,10,15,14
10525,8,4,9,8
10526,14,10,15,12
10527,15,11,15,14
10528,14,8,15,12
10529,10,9,11,9
10530,11,8,11,10
10531,12,8,12,11
10532,11,8,12,11
10533,10,8,11,10
10534,9,6,9,8
10535,8,7,7,6
10536,15,6,15,14
10537,6,4,8,7
10538,10,4,12,11
10539,11,10,11,8
10540,11,8,12,9
10541,12,7,12,11
10542,10,9,11,8
10543,9,8,9,8
10544,8,7,11,10
10545,11,8,12,9
10546,12,9,12,9
10547,12,9,11,8
10548,11,7,12,9
10549,9,5,9,6
10550,15,12,15,12
10551,15,11,14,11
10552,9,8,11,9
10553,15,10,15,12
10554,12,7,12,11
10555,9,6,9,6
10556,10,6,12,11
10557,15,11,15,12
10558,14,6,15,14
10559,11,6,12,11
10560,8,6,8,7
10561,9,6,9,8
10562,11,8,12,11
10563,13,9,14,13
10564,12,9,12,9
10565,10,8,12,9
10566,9,6,8,7
10567,12,8,12,9
10568,15,10,15,12
10569,12,9,12,9
10570,10,7,11,10
10571,17,8,17,14
10572,14,12,15,12
10573,15,10,15,14
10574,9,5,9,7
10575,15,9,14,13
10576,12,3,12,11
10577,12,6,10,9
10578,12,8,12,11
10579,11,4,11,10
10580,18,10,18,15
10581,14,8,14,11
10582,11,7,12,11
10583,9,6,9,8
10584,12,6,11,10
10585,14,7,14,13
10586,10,7,9,8
10587,12,8,11,10
10588,18,14,14,11
10589,10,7,9,8
10590,9,7,9,8
10591,11,6,11,10
10592,12,8,12,11
10593,15,14,15,12
10594,12,8,12,11
10595,15,7,15,14
10596,14,9,14,13
10597,11,6,10,7
10598,9,7,7,6
10599,15,8,14,11
10600,18,12,15,12
10601,13,7,15,12
10602,14,7,13,12
10603,15,9,15,12
10604,7,4,8,6
10605,14,9,14,11
10606,11,9,12,9
10607,18,11,17,14
10608,11,5,10,9
10609,12,7,12,11
10610,10,8,10,7
10611,15,9,15,14
10612,8,6,9,8
10613,15,10,15,12
10614,15,11,15,12
10615,10,5,11,10
10616,10,3,10,9
10617,9,5,8,7
10618,12,6,11,10
10619,14,8,13,10
10620,15,11,14,11
10621,13,11,13,10
10622,11,3,11,10
10623,15,7,14,13
10624,12,7,12,11
10625,13,9,13,12
10626,12,10,12,9
10627,11,7,11,8
10628,14,8,13,12
10629,12,8,12,11
10630,15,12,15,12
10631,11,9,11,8
10632,8,5,8,7
10633,9,4,9,8
10634,14,8,14,13
10635,9,6,9,8
10636,14,8,15,13
10637,15,12,14,11
10638,13,9,14,11
10639,10,5,11,10
10640,8,6,6,5
10641,7,5,6,5
10642,9,7,9,8
10643,16,9,14,11
10644,8,5,8,7
10645,15,12,14,11
10646,10,6,12,11
10647,11,9,9,6
10648,9,6,10,7
10649,14,10,13,10
10650,10,7,11,10
10651,11,8,12,11
10652,8,7,7,6
10653,12,5,12,11
10654,11,8,11,10
10655,12,7,14,11
10656,15,8,15,14
10657,15,12,15,12
10658,15,9,15,12
10659,11,6,11,10
10660,18,10,18,15
10661,15,11,14,11
10662,9,4,9,8
10663,12,7,10,9
10664,12,8,12,11
10665,15,9,14,11
10666,13,8,14,11
10667,9,7,10,9
10668,10,7,11,8
10669,6,4,6,5
10670,14,10,12,9
10671,9,7,6,5
10672,11,7,12,9
10673,8,4,8,7
10674,14,8,13,12
10675,9,5,9,8
10676,9,8,11,8
10677,16,11,17,14
10678,15,8,13,10
10679,15,7,13,12
10680,12,7,15,14
10681,14,9,15,12
10682,15,10,15,14
10683,10,8,11,8
10684,9,5,8,7
10685,7,4,8,7
10686,13,9,13,10
10687,11,5,12,11
10688,12,8,11,8
10689,12,5,9,8
10690,15,12,15,12
10691,11,6,11,10
10692,18,9,18,15
10693,15,9,13,12
10694,8,7,9,8
10695,15,7,15,12
10696,9,3,8,7
10697,12,8,12,9
10698,12,8,12,9
10699,15,11,14,11
10700,13,11,14,13
10701,15,10,15,12
10702,12,11,12,9
10703,10,8,9,6
10704,12,5,14,12
10705,8,5,8,7
10706,9,5,10,9
10707,12,3,11,9
10708,14,8,15,14
10709,13,8,14,13
10710,14,12,15,12
10711,18,11,18,15
10712,11,11,12,9
10713,18,12,17,14
10714,9,5,9,8
10715,12,7,10,8
10716,8,6,7,6
10717,18,9,18,15
10718,15,10,15,12
10719,12,9,12,9
10720,11,5,11,10
10721,15,6,15,12
10722,12,10,11,8
10723,7,5,8,7
10724,9,6,9,8
10725,8,5,7,6
10726,10,7,11,10
10727,16,10,17,14
10728,12,4,12,11
10729,12,6,11,10
10730,15,11,14,11
10731,10,6,12,11
10732,14,7,13,12
10733,15,10,14,11
10734,12,6,12,11
10735,15,11,14,11
10736,15,9,15,12
10737,15,6,15,14
10738,15,10,15,12
10739,18,16,17,14
10740,12,8,11,10
10741,9,6,9,8
10742,11,7,10,7
10743,9,8,9,7
10744,15,12,15,12
10745,12,7,12,11
10746,11,9,12,9
10747,9,3,9,8
10748,15,13,15,12
10749,12,9,12,11
10750,15,6,15,14
10751,12,9,12,10
10752,11,6,11,10
10753,13,10,15,12
10754,11,8,12,9
10755,12,9,12,9
10756,12,9,12,9
10757,9,6,9,8
10758,8,5,7,6
10759,11,7,14,12
10760,9,4,9,8
10761,18,12,18,13
10762,8,5,7,6
10763,17,9,18,15
10764,9,6,9,8
10765,12,9,12,9
10766,11,7,11,10
10767,12,6,12,11
10768,11,5,11,10
10769,8,4,9,8
10770,18,11,17,14
10771,15,11,15,12
10772,15,10,15,11
10773,9,7,9,8
10774,10,6,10,9
10775,12,8,12,11
10776,11,9,12,9
10777,12,9,11,8
10778,7,6,8,7
10779,11,8,11,8
10780,14,7,15,12
10781,12,9,12,9
10782,11,7,12,11
10783,15,9,14,13
10784,12,8,12,9
10785,9,8,9,8
10786,7,4,9,8
10787,12,10,12,9
10788,8,4,9,8
10789,11,5,11,10
10790,11,8,10,9
10791,12,6,12,11
10792,12,11,12,9
10793,14,9,15,12
10794,15,8,15,12
10795,12,9,11,10
10796,12,9,12,11
10797,7,5,7,6
10798,9,5,11,10
10799,12,8,10,9
10800,12,7,12,11
10801,15,10,15,12
10802,12,7,12,9
10803,12,10,10,7
10804,15,9,14,11
10805,11,7,12,9
10806,16,11,16,13
10807,12,8,9,6
10808,12,8,12,9
10809,17,9,16,13
10810,14,8,14,13
10811,8,7,9,8
10812,8,6,5,4
10813,13,9,13,10
10814,10,6,12,11
10815,10,8,11,8
10816,9,4,11,9
10817,12,6,9,8
10818,9,6,9,8
10819,13,10,11,10
10820,11,5,9,8
10821,13,8,12,11
10822,10,8,11,10
10823,9,8,9,8
10824,12,7,11,10
10825,15,13,15,12
10826,15,8,15,12
10827,12,5,12,11
10828,12,8,11,8
10829,9,7,9,8
10830,15,4,15,14
10831,11,7,11,10
10832,7,5,8,7
10833,8,4,7,6
10834,17,12,18,16
10835,8,5,8,7
10836,12,6,12,9
10837,12,8,10,5
10838,15,10,15,14
10839,12,8,12,11
10840,9,6,9,8
10841,11,10,12,11
10842,15,9,15,12
10843,12,8,12,11
10844,15,9,14,11
10845,11,5,11,10
10846,12,11,12,9
10847,18,8,16,13
10848,12,7,12,11
10849,11,7,12,9
10850,9,8,9,8
10851,9,7,12,10
10852,9,5,9,8
10853,12,8,11,8
10854,15,10,15,13
10855,12,6,10,9
10856,12,10,11,10
10857,14,9,13,11
10858,10,7,11,8
10859,18,13,18,15
10860,12,9,12,9
10861,8,6,9,8
10862,14,10,14,11
10863,11,5,12,11
10864,12,6,10,8
10865,10,6,11,10
10866,13,11,14,11
10867,8,6,8,7
10868,11,6,11,9
10869,10,7,11,8
10870,11,9,10,9
10871,12,8,13,12
10872,16,11,17,14
10873,11,7,10,9
10874,11,5,11,10
10875,11,7,11,9
10876,12,7,11,8
10877,7,5,7,6
10878,18,12,18,16
10879,15,10,15,12
10880,11,4,12,11
10881,12,9,12,9
10882,12,5,12,11
10883,15,8,15,13
10884,14,10,13,10
10885,12,8,11,8
10886,14,8,14,11
10887,10,7,12,11
10888,8,6,7,6
10889,11,8,11,10
10890,17,12,18,15
10891,12,8,12,9
10892,13,9,15,12
10893,10,4,12,10
10894,9,7,11,8
10895,11,8,12,9
10896,14,8,9,8
10897,13,12,14,11
10898,15,8,17,14
10899,12,8,9,8
10900,12,9,12,9
10901,9,8,12,11
10902,8,4,8,7
10903,7,6,8,7
10904,18,12,17,14
10905,10,6,10,9
10906,11,8,11,8
10907,15,10,15,12
10908,14,9,15,14
10909,14,9,12,9
10910,15,11,14,11
10911,12,9,11,10
10912,14,12,14,11
10913,14,11,13,10
10914,10,7,11,10
10915,11,7,10,9
10916,12,5,12,11
10917,18,13,18,15
10918,15,10,14,11
10919,9,5,9,8
10920,9,6,9,8
10921,14,10,14,11
10922,9,6,10,9
10923,13,9,14,12
10924,12,7,12,11
10925,15,8,15,14
10926,9,7,9,8
10927,12,7,12,11
10928,13,12,15,12
10929,9,6,9,8
10930,9,6,9,8
10931,12,10,12,11
10932,9,6,9,8
10933,15,11,15,12
10934,12,6,11,10
10935,10,4,10,9
10936,11,7,12,11
10937,12,6,12,11
10938,15,8,15,12
10939,15,11,12,9
10940,15,9,14,11
10941,17,11,16,11
10942,15,14,15,12
10943,18,10,17,14
10944,11,6,9,8
10945,15,9,15,12
10946,12,8,11,8
10947,12,10,13,10
10948,11,7,11,8
10949,11,9,10,7
10950,10,6,11,10
10951,6,3,5,4
10952,10,8,10,7
10953,9,5,9,8
10954,12,7,11,10
10955,8,6,9,8
10956,15,11,17,14
10957,14,11,14,11
10958,13,10,11,10
10959,7,5,6,5
10960,12,9,12,9
10961,13,8,12,9
10962,9,8,11,8
10963,11,8,11,10
10964,15,8,12,11
10965,9,4,9,8
10966,12,9,12,9
10967,15,11,14,11
10968,9,4,9,8
10969,15,9,13,12
10970,10,5,10,9
10971,9,5,9,8
10972,15,10,15,12
10973,12,9,12,9
10974,13,8,13,12
10975,9,6,10,9
10976,7,5,6,5
10977,12,8,11,9
10978,12,9,11,10
10979,12,8,12,11
10980,11,8,11,10
10981,15,7,15,12
10982,10,4,11,10
10983,12,9,10,9
10984,14,9,15,12
10985,14,11,15,12
10986,15,10,15,12
10987,12,9,12,11
10988,13,7,15,12
10989,8,7,8,7
10990,9,6,9,8
10991,12,6,12,11
10992,9,6,9,8
10993,12,8,12,9
10994,8,5,7,6
10995,15,9,15,14
10996,15,9,15,12
10997,15,9,13,10
10998,14,10,13,10
10999,12,4,12,10
11000,15,12,15,12
11001,9,8,9,8
11002,9,7,9,8
11003,9,7,9,8
11004,15,10,13,12
11005,11,7,12,11
11006,15,11,14,11
11007,14,10,15,12
11008,14,9,15,12
11009,11,6,11,10
11010,11,7,11,10
11011,11,10,12,9
11012,10,4,11,10
11013,12,8,12,11
11014,7,5,8,7
11015,12,8,12,10
11016,9,8,9,8
11017,15,12,15,12
11018,12,8,12,9
11019,9,6,9,8
11020,18,13,17,14
11021,15,11,15,12
11022,18,9,17,14
11023,9,5,9,8
11024,17,6,17,15
11025,17,12,18,15
11026,17,12,18,15
11027,12,10,12,11
11028,12,4,11,9
11029,9,6,9,8
11030,11,7,11,10
11031,14,9,15,12
11032,15,8,14,13
11033,15,10,14,13
11034,12,5,12,10
11035,9,5,9,8
11036,15,10,15,12
11037,17,11,18,15
11038,13,7,15,12
11039,11,6,12,11
11040,11,6,11,10
11041,10,5,10,9
11042,12,9,14,11
11043,8,5,9,8
11044,11,5,11,10
11045,15,9,15,12
11046,7,5,9,8
11047,14,6,13,12
11048,12,9,12,11
11049,15,11,15,12
11050,12,6,12,11
